Index,Speech,ThemeLabel
11923,я уже поменял оформить кредит не пришло подтверждение,24
10966,здравствуйте я хотел бы уточнить по поводу оплаты кредита я получила первый раз кредит александр ноль ноль то ваши мили,24
9400,кредитная карта лимитов пятьдесят тысяч рублей,19
10778,получить карту одну,23
6780,вклад мой ти валютный,14
9391,я хочу уточнить информацию по карте максима,19
10539,нужна связь со специалистом,21
4255,в бюджеты,9
11714,получая,24
4885,я звонила хотел бы насчет карточки,9
6104,кредит я пенсионер,10
3866,я не могу зайти в свой личный кабинет,8
1850,в за что мне звонили,3
6406,решение банка на кредитную карту,11
10889,в десять девятнадцать сейчас вот на редкие шестьдесят шесть я сделал вложений на карточку в сумме десяти тысячи,23
1328,у меня заблокировали карту,2
5244,не за кредит,10
6584,доллар в красноярске,12
13303,алло юридические лица,35
9143,будет инкассация,18
13020,открытие расчетного счета я с уже,31
5705,так что делать если денежка перечислили по ошибку на кредит на счет,10
1500,мне сейчас только звонил мужчина я вот в любой отовариваться,3
2544,меня интересует пенсионерам дается вот кредит под какой процент и какая сумма до какого возраста допустим,5
4494,подключение системы,9
5685,кредиты малому,10
6687,пятьдесят тысячи евро,13
4157,мне надо получить банковскую гарантию,8
1903,мне звонили мы на сотовый телефонам мной оперативно с вашего банка,3
10161,мне нужно триста консультация,21
8290,на карту хочу положить деньги,18
11772,я хотела бы оформить кредит,24
2918,по платеж по кредиту,5
6558,можно ли купить доллары,12
5229,пришла смска,10
8172,меня интересует баланс по зарплатной карте,18
12110,я хотела бы узнать текущий счет у меня есть задолженность по кредиту,24
5894,скажите перекредитовании кредита,10
9254,через терминал не могу положить деньги на карту пишет что фамилия номер карты не совпадает,18
9266,внесение наличных на карту,18
326,скажите где вы находитесь где ваш банк,0
7287,с кодом,18
12420,здравствуйте здравствуйте здравствуйте,27
4688,дома на карту,9
6947,торговом центре извините банкомат съел мою карточку и не выдал деньги,16
11469,получение кредита получение кредита алло,24
1258,акции подачи сведений,1
12768,открытие расчетного счета для юридического лица,31
4828,а сумма на карты,9
11676,кредит хотела взять,24
1510,при звонке,3
11952,как узнать где получить кредит который о доп,24
7757,меня интересует почему на карте не поступила пенсии,18
11449,мне пришло сообщение по поводу оформить кредит,24
1778,с вашего номера получила звонок,3
5059,по карте сказать ишим,9
4214,вопрос по карте,9
4858,по зарплатной карте,9
3496,как стать клиентом банка,8
13150,мне нужно узнать поступили ли деньги на счет карты,32
2363,как оплатить кредит,5
228,местоположение банка,0
2584,так действующей кредит сколько у меня там платить осталось сумма платежа,5
3849,так замена ключа интернет банке,8
6897,как зайти в мобильный банк,15
6612,хочу купить доллары,12
6756,ли орска валюта,14
8534,мне пришла смс с кодом вот я хотел узнать что куда можно подойти как узнать подробности,18
3899,не могу войти в интернет банкинг,8
8000,блокировка разблокировка карты,18
11846,хотела бы уточнить а со как оформить кредит,24
7736,очередной платеж,18
5320,а мне не кредита,10
12810,алло открытие счета,31
2294,да да да пока на вклад,4
10663,по платежному поручению,22
2852,меня интересует дошло ли мой платеж за кредит,5
9015,не могу понять почему карта не оплачивает мы покупки,18
8775,карточку банкомат,18
3405,здравствуйте узнать задолженность,7
12880,меня интересует моя заявка по расчетного счета,31
3234,узнать остаток долга,7
8494,платежи платежа,18
296,меня интересует работа аппарата на по карточкам карту,0
4606,алло по карте,9
10502,где в о специалист и я не могу таком отвечать,21
5104,для так как пишут на карту больше,9
9309,мне пожалуйста лимит,18
6887,меня интересует телефон уже банка или соедините с банком не могу,15
12369,меня интересует терминал наши не работает пишется время ошибка,25
6652,евро,13
420,адреса офиса в городе сегодня,0
7101,заказать денежные средства,17
1415,только что мне звонили на,3
9632,интересует как то к срок действия сумма вклада,20
4392,в каком статусе моя карточка котором пор нам не работодатель,9
12527,алло здравствуйте меня интересует э,27
4231,что,9
7826,взять кредит и на мой номер пришел какой то номер,18
3739,лидер банк клиент,8
1854,звонили мне я хотела бы узнать,3
1257,уже акцию зенита,1
12168,вот я хотела узнать адрес,24
3057,какой процент комиссии снимается за перевод на э перевод денег на другой банк,6
3044,хочу сделать перевод денег,6
9033,здравствуйте меня интересует вот я город екатеринбург я оплатила штраф его до по,18
3482,интернет банк юридические лица,8
6618,ой а сейчас купить вас четыре тысячи долларов,12
11778,хотел оформить кредит,24
2381,платеж кредит,5
7466,не проходит платеж по пластиковой карте через интернет,18
10309,нарушение прав человека,21
581,адреса банков в самаре,0
9973,оператора могу слышно,21
10708,оформила карту в вашем банке,23
8614,я три часа по баланс,18
4522,да ну да видимо,9
11134,а информация по кредиту,24
4857,верно лидер,9
7412,накопления оплата не,18
9972,включи пожалуйста оператора,21
11412,я хотел спросить не поступили ли деньги мне на кредит,24
12269,хочу кредит у вас,24
11423,решение по кредиту по заявке,24
11668,пришло сообщение что одобрен кредит хотел узнать информацию,24
9365,по карте,19
3217,какая у меня задолженность в этом банке,7
6861,кол курс золота,14
483,адрес банкомата который сегодня работает где можно адрес банкомата,0
3439,необходимо соедините меня с юридическим отделом,8
3219,сумма просроченная задолженность,7
857,во интересует отделение банка,0
6647,купить две тысячи долларов,12
1795,мне звонили я хотела перезвонить,3
4083,поддержка клиент банка,8
7027,банкомат не выдает карту обратно,16
1552,с вашего банка по из вашего банка поступил звонок,3
9139,ленина свой баланс,18
12377,нам поставили терминал мы сейчас сделаем закрытия дня а у нас оно чек не выдает,25
7962,через какие банкоматы можно оплатить кредит в вашем банке,18
7081,застряла в банкомате,16
10850,я получил новую карту у меня нет смс сообщений о операциях,23
2627,у меня есть вопрос по действующему кредита своему,5
11148,получить не к займ,24
12066,интересует получение кредита по кода,24
1585,о запросе через я только что звонили мне перевести деньги на,3
6372,кредит физических,10
6006,а то звоню потом на телефон по этому кредит,10
11868,почему мне положить получение кредита,24
188,адрес в уфе,0
106,да возникла а там то ко не берет куда вы отправляли,0
12241,моя заявка на кредит,24
1484,был пропущенный вызов,3
7988,почему не приходят смски от банка по остаткам баланса,18
9240,платежи по счета,18
1133,филиал молодежное,0
7710,по текущий карточки разблокировать,18
3168,да по действующим кредит от просроченной задолженности вот как мне позвонят и не жевать практическая что срок,7
3023,деньги перевела,6
1310,заблокирован счет хотела бы узнать причину,2
940,график работы отделения банка,0
11115,пенсионерам как взять кредит,24
6554,ага доллары путем,12
11558,нет алло получить получение кредита,24
9056,по действующей карте по действующей карте,18
8993,чтоб почему списали у меня тысячи шестьсот карточки,18
5535,сумма до вас по кредитному договору,10
13186,меня интересует перейдите банк дает никому не кем клиентам кого знаем бик организациях,32
10345,с оператором надо мне,21
11384,хотели получить кредит,24
10557,меня с операционистом связаться,21
3016,да перевести денежки со счета на счет,6
7108,алло мы хотели заказать деньги снять еще вклад,17
3196,у меня просроченная задолженность хотел бы поговорить это,7
3129,задолженность задолженность на интересует,7
10104,я хочу с оператором связаться,21
12869,расчетный счет открыть,31
2547,я оплатила последний платеж кредита на его а мне сегодня звонят оплата говорят что он не оплачено,5
2289,алло условия по вкладу,4
12486,алло здравствуйте у меня пришло код о том что мне могут кредит,27
12944,расчетный счет на ип,31
6134,кредитная предложит,10
7596,лимит по получить не снятие наличных,18
12290,у вас терминал не снимать сверку итогов,25
10140,мне бы связаться с оператором по поводу платежи которые один ушел другой ушел поговорить со специалистом,21
7063,меня интересует почему я не могу с банкомата а деньги снять,16
1089,мне нужен сервисный агент отток из банкомата,0
6616,тысячи долларов желательно три месяца,12
8286,платежи по карте действующего кредиту,18
6530,нужно поменять доллара,12
5925,вы мне одобрили кредит в вашем банке,10
173,вернем комиссий у или страховку по кредиту это что имеется ввиду,0
2986,алло получение денежные переводы или истре,6
8154,на карточку положить деньги,18
8748,при оплате при оплате,18
8745,сумма мне еще надо то заплатить,18
3936,единая да да с какой там не вопрос да я являюсь клиент банка этого,8
7271,меня интересует активизация специалиста,18
5027,процент перевода с карты на карту стороннего банка,9
6978,оставил карту в банкомате,16
9436,никто не кредит,19
6850,курс по кредиту,14
6247,чем кредит,10
9891,мне оператора надо,21
11775,в случае получения кредита в вашем банке,24
4867,информация по поводу моя карточка не,9
13239,банк для юридических лиц,35
11415,будьте добры подавали заявку на кредит надо подтверждение получить,24
10380,нужна консультация с оператором,21
1809,мне на до нет не как звонков из банка поэтому я перезваниваю,3
1732,что вы мне звонили,3
5005,нет и на другую карту с карты вашего банка на сбербанк,9
2616,ну вот мне бы кредит и я восемь погасила а здесь ходила брать это самое в другом банке мне как бы потому что не погашу,5
8037,найти автоответчик слушайте у меня списали кредит мне надо узнать какую сумму списали и и какая пин,18
10837,я хотела узнать готовность карты,23
1354,блокирование карты,2
6754,курс о,14
10083,за что с оператором,21
2890,мне нужно поговорить по действующим кредиту,5
11455,узнать статус заявки на кредит,24
6325,отсрочить кредит,10
7675,у меня пин ареста на моей средства моя фамилия дом скиньте,18
9171,кредит под залог недвижимости в регионе,18
4665,я проверила с карточки да я,9
2731,платежи по текущим кредиту,5
3786,интернет банк в анк устанавливаемым,8
6587,ты доллара,12
4777,че карте,9
12031,у меня пришла смска для получения кредита приходить банке подскажите вас код,24
4449,не дозвониться не с на,9
9277,строй платеж,18
8084,меня интересует остаток по карте,18
7728,у меня вопрос по текущим карте,18
9940,ваш консультант,21
9748,нет оператор,21
848,график работы в праздники,0
2215,по судьбе банка,4
7355,мне необходимо значит о говорить по поводу моей зарплатной карты у меня почему то счета и тысячи ну тысячи рублей,18
10496,я сотрудник банка связи с оператором,21
6743,курс обмена валют,14
445,отделения в химках,0
1281,блокировка карты,2
2281,семьсот вклад,4
1584,мы со звонок,3
1033,соединить с филиалом,0
10913,ну да хочу взять кредит,24
4893,почему карты,9
638,адрес московского офиса,0
4280,режим ареста карты,9
12816,расчетный счет для юридических лиц,31
6884,нужен телефон позвонит руководство банка,15
6988,банкомат зажевал деньги чек не дал,16
879,мне нужен адрес банка,0
11091,хотел у вас кредит взять,24
5600,алло кредит замена при,10
5247,вчера было мне это к оглавлению по кредиту,10
552,на работает ли сейчас филиал менделеева сто тридцать семь город уфа,0
6207,я плачу кредит поступили деньги,10
12628,кредитная карта оформить к,28
12814,обслуживание по расчетного счета,31
11360,нет я хочу узнать у меня потребительский кредит,24
8059,сумма платежа,18
7382,проверить статус по код до две,18
8616,об операции операции по действующей карте не интересует,18
11089,заявка кредит,24
1298,заблокировать карту на карту край,2
3204,просрочка по,7
6383,я вот,10
2026,депозит,4
9337,кредит через,19
12724,да процент,29
2459,досрочное погашение,5
3521,меня интересует кому можно обратиться за консультацией о предоставлении документов по письмо вашего банка клиент,8
2644,вопрос оплаты,5
6551,купить доллары мне нужно,12
5079,блин,9
10757,восстановление карты,23
7227,заказать деньги на снятие вклада,17
3622,деньги не списывается в интернет банк,8
7435,мне по телефону была одобрена сумма денег а выдачу,18
6968,банкомат зажевал карточку,16
7787,а на поле на мне надо забрать,18
11710,хочу взять кредит пятьдесят тысяч рублей,24
8624,нет нет у меня карта есть мне просто надо бумагам что я брала вас здесь а там году кредит,18
3095,алло меня интересует не перевели деньги которые не вернули какие за возврат товара,6
9678,процентов процентов,20
6863,по покупка дирхам,14
4654,узнать возможные,9
7654,заявку составляли где код,18
684,филиал,0
9553,меня интересует в э вклады процент по вкладам в вашем банке,20
10282,надо связаться с оператором,21
2716,действующей,5
7926,получить действующей карту,18
3752,наличкой поддержка,8
3805,пароль три дэ секьюри,8
11019,оформленной заявка на кредит кому,24
117,адреса офисов банкомат,0
10211,связаться с оператором не хочу,21
4553,переводы на мою карту,9
2111,меня интересует серии регистрации знаю вклада,4
3243,есть с вклада заканчивается сегодня,7
1634,ну я не успела мне сейчас звонили,3
3060,не перевели деньги с расчетного счета на другой счет физического,6
10208,алло какой то там этот дай мне оператора,21
9714,проконсультироваться,21
4184,по мобильным не могу зайти в мобильный интернет банк,8
116,меня интересует адрес,0
12629,оставляла заявку,28
4831,ехать и,9
1929,это так все частного звонили,3
784,меня интересует алло что как и моя всеми и офисов,0
6929,алло хотела войти в мобильный банк,15
6188,да по десять кредита да,10
6380,мне пришла смс по кредиту,10
7992,на вопрос по заблокирована карта,18
7955,я сейчас деньги получала банкомате мне карточку не дал деньги выдал и просвещение счета алло сколько мне в,18
2058,вклад праздничными,4
2263,мне просто интересует вклад на билет,4
4674,как правильно карточку мне написать,9
844,отдельный отделении банка,0
11981,а просто ваша я получила кредит я перезваниваю,24
8150,я оплате а я оплатил последний платеж вот хочу с мая,18
1995,я хотел узнать какие у вас ставки по депозитам на дону,4
3296,надо снять деньги закончится вклад по счету,7
4903,ну карточку набрал,9
10608,ответ на по по тоже отвергнута платежных поручений,22
9785,хочу связаться с менеджером городе барнаул,21
12620,алло здравствуйте в г,27
10347,как то вот со специалистом,21
11270,а по задолженности кредита узнать,24
6710,гривны и украина,14
2043,этажей за этот самый,4
2225,меня интересует вклад на чтобы его продлить,4
9121,не приходит код,18
12279,терминал,25
2172,насчет вклада хотела узнать,4
1529,мне кто то мне звонил по этому номеру,3
8969,нет я хочу узнать я ли звонит семьи меня субботу только то что у меня про срок идет пятнадцатого числа надо было заплатить,18
9844,мне нужно с оператором поговорить,21
4316,по автоответчик вот,9
12458,а добрый день здравствуйте,27
11196,получение кредитов для по жилых лиц,24
9663,открытие вкладов сколько нужно,20
12273,кредит за взять,24
12988,проблема с расчетным счетам,31
11026,хотим взять кредит,24
12852,закрыть расчетный счет,31
676,режим работы офиса,0
1324,заблокировать карту надо,2
512,семнадцатого карта в банкомате,0
11488,как как оформить кредит,24
3309,узнать остаток по задолженности,7
4239,карточку,9
2660,платеж по кредиту по кредиту я заплатила тринадцатого числа у меня четырнадцатого по договору оплата идет,5
12874,расчетный счет деньги,31
11886,хотела как правило,24
7357,скопировать платежку хотел,18
7156,о действующих вклад,17
5097,снять деньги со счета на счет на карт,9
11984,мне одобрен кредит и я бы хотел узнать насколько про,24
922,ближайший расположение отделение банка в рязани,0
7276,алло алло нужно проверить о была не произведена отмена платежа,18
5411,да да да,10
12042,кредит хотела,24
12476,здравствуйте у меня интересует,27
4796,вопрос карта,9
910,адреса воронеже город,0
7406,сколько платить,18
3266,задолженность бы уточнить,7
3308,мне пришла смска что у меня задолженность по кредиту хотя я плачу,7
2800,по действующим кредиту вопрос,5
7397,вопрос по платежам,18
12304,завис терминал,25
1517,зачем звонили,3
6110,меня интересует не пришла смс по поводу кредита интересует как мне дозвонится с кем нибудь меня банка для того чтобы,10
1882,нет это вы мне звонили,3
3987,техподдержка клиент банк,8
8342,по поводу оплаты,18
4771,хотел банк,9
8633,не приходит код а он для активации чтобы перечислить деньги с карты на карту,18
4002,поддержкой,8
11695,мне пришел код как бы на получение кредита,24
3181,остаток долга,7
42,ближайшее отделение на восьмое марта,0
2458,вопрос по действующим кредит,5
6230,рассмотрение кредита,10
4877,мы карте для хочу,9
11517,взять потребительский кредит,24
2112,меня интересует,4
1231,здравствуйте тут вот я свердловской области на набирал там поселке нахожусь магазин киров кирилл банкомат установлено,0
7950,пришла смска получить карту хотела бы узнать что это за карточка,18
9458,а это карта кредит я по кредиту а как сказать,19
10523,консультант меня интересует,21
5414,вот под вас пришла смска что по,10
5863,мне пришла смска что мне одобрили кредит,10
10559,да соедините меня с оператором,21
6955,банкомат деньги не выдал,16
7058,не работает или нет банкомат по данному адрес,16
11022,меня интересует информация по моему кредит,24
4431,да я я говорю пенсии вот переводили на карточке у нас почему то нету,9
6619,покупка доллар,12
2854,меня интересует пере нее перенос платежа кредита,5
4021,алло соедините пожалуйста с техподдержкой,8
3977,подождите в интернет банк,8
6394,в другом банке,10
6721,курс здесь,14
1139,соединить сургутский филиалом банка,0
10576,чтоб мне дали живого человека вообще не,21
6435,кредитная карта интересует,11
11522,мне нужно узнать сколько осталось у меня долг за кредит,24
11218,интернет заявка на кредит,24
6824,по валютному вкладу положить деньги на валютном вклады,14
4134,вопрос по банк клиент,8
367,есть ли у вас в наличии две тысячи если у вас в наличии две тысячи евро,0
2719,оплаты,5
11349,заявка на кредит оставляла заявочку,24
5929,мне нужно алло,10
12504,алло здравствуйте я бы хотел получить у вас есть у меня уже второй раз основное,27
7501,че не карты,18
1444,мне сейчас звонили,3
1654,вы звонили вот пять лет надо,3
12484,здравствуйте мне нужен,27
10214,например скажите меня бы с оператором соединить,21
6194,да я вот вокзала где вид алло,10
6471,кредитная карта с кэшбэком,11
874,с отделением иркутске,0
11177,а получение,24
12748,проценты как все повторю,29
2186,алло алло,4
10008,а можно мне с оператором поговорить,21
7841,сколько у меня осталось заплатить,18
1387,я нет я только что вам звонил ну почему то мне связь прервалась,3
2155,по вкладу денег,4
1521,не принятый вызов с вашего телефона у меня,3
3604,не могу войти в клиент банк через интернет,8
11709,я хочу узнать сколько мне на на планеты заплатить кредит полностью по на,24
9471,лимит по кредиту лимит,19
9633,вопрос по открытию ну вклады,20
7539,я оплатила своевременно кредит через банкоматы альфа банка,18
5235,у меня пришло уже не было вчера по кредиту,10
2017,нет у меня вклад уже есть,4
13103,хотел бы узнать номер счета,32
11733,получить получение кредита получение кредита,24
2018,меня интересуют вклады,4
4469,нет у меня карта есть новая,9
12046,взять кредит в вашем банке я хочу,24
7192,текущие вклад,17
13078,номер счета зарплатной карты,32
468,заметить денежных средств в банкомате,0
12754,переводы смотрите тариф перевода на нет не переводы по счету расчетно кассовое обслуживание,30
9720,обещали связи с оператором меня с оператором,21
7212,закончился срок вклада забрать деньги когда можно,17
5105,не карточки и денег нет,9
7774,разблокировать надо да по нет,18
7019,банкомат не выдает наличные деньги,16
4539,сбербанковском карточка,9
9917,поговорить с сотрудником банка,21
2791,нужно закрыть кредит,5
8272,здравствуйте скажите пожалуйста вот мне на телефон денежки приходит пришло семь тысяч,18
2081,вопрос по обслуживанию,4
11561,заявка вчера на займа,24
2684,нет то где то без еще кредита просто мне выяснить остаток и может за,5
3584,служба поддержки,8
2009,я просто имею депозит,4
8430,не могу про по оплатить кредит не работают банкоматы на прием денег,18
6257,решение банка по поводу кредита,10
11748,а получение кредита,24
10955,мне нужно оформить кредит,24
5898,в декабре я пор на кредит,10
8192,вопрос по пользованию карты,18
5416,как мне надо по кредитам,10
3511,интернет клиент банк,8
3050,золотая корона перевод,6
11520,хотела бы узнать по поводу кредита,24
6092,да по месяц кредиту,10
9162,звоню платеж,18
11479,хотел бы оформить заявку на кредит,24
9604,мне надо узнать э на вклады какой процент вклад про вклады,20
2247,алло я хотела бы снятие вклад,4
1733,мне звонили алло,3
3258,я по вопросам задолженности,7
10164,связать специалистом,21
8074,мне нужно оплатить кредит я карту состою в банке,18
4113,есть ли в кассе доллары,8
11060,алло за взять кредит,24
11614,кредит кредит оформить кредит как оформить три что нужно для,24
3009,а в ли перевод и нет денег,6
6986,застряла карточка,16
4693,платную карту нужно мне форм,9
9401,на счет на кредитной карте,19
5669,кредит снятие,10
2943,закрыть досрочно закрыть кредит,5
10828,оформить заявку на карту,23
3901,не могу зайти в интернет банк в а я,8
2520,вопрос по действующим,5
1251,роста снимал каждый значит по сто рублей,0
7570,текущие карт,18
12721,процентов что дошли с временной,29
4016,я поддержка,8
5913,в банк,10
12085,и в банке получить кредит,24
868,меня интересует номер телефона отделения банка в городе нижневартовск,0
8548,здравствуйте списали деньги с карточки,18
12047,я хочу узнать пере со ли кредит и это платеж за кредит сегодня,24
13252,с юридическими лиц,35
12473,алло здравствуйте можете соединить с офисом на линии время,27
5946,мне надо кредит,10
3887,сдать пароля по интернете,8
6995,у вас не работают банкоматы несколько что кредит,16
10895,получить карту утеряна,23
12714,мне процентные ставки,29
1878,я насчет кредита звонил,3
9924,ответ оператора,21
2075,интересуют вклады вклады,4
2617,перенести срок оплаты по кредиту,5
10808,меня интересует получение карты,23
5678,две тысячи кредит,10
5938,мне кредита в форме,10
11334,хотела вчера последние сумму кредита,24
2563,текущие кредит,5
8344,мне пришел код от банка получить деньги с то что за код,18
12498,здравствуйте я оставляла заявочка,27
1943,мне пришло этого звонок я у меня пропущенный звонок я же да и звонок из с,3
7467,по платежам что то мне там не понятно,18
5394,кредит в вашем банке,10
10799,ли карта поменять,23
9293,мне поступило сообщение что прийти и показать код на я не знаю в какой банк,18
3754,здравствуйте не могу зайти в банк я нашел логин и пароль я не не как,8
9197,я приехал банк заплатил,18
2904,платеж по кредиту по ней еще,5
7511,процент снятие наличных,18
8637,за меня интересует то что платеж,18
7965,а действует не карте,18
324,меня интересует что не находится в мобильный банк,0
918,филиал в верхний пришла,0
6792,да курс,14
11424,получение кредит получение кредита условия получения кредита вашего,24
11760,кредит хотела взять наличные,24
7674,с карты списали деньги,18
1005,а скажите у вас саратове есть филиал,0
5241,по поводу кредита,10
12114,кредит наличными под во птс,24
9315,деньги на телефон,18
3994,службы поддержки,8
6997,нет не работает банкомат,16
10037,оператором поговорить,21
6007,о начале кредит,10
7581,о снятии наличных,18
820,адрес нахождения,0
6749,я хочу купить валюту,14
7029,банкомат да вот что банкомат я получала зарплату по сейчас снимала с банкомата денежку имел не дало четыре тысячи зажевал,16
3456,коммерческая предложений,8
1022,отделения,0
3770,информация по интернет банку,8
1058,меня интересует отделение на улице,0
7175,хотим закрыть вклад узнать надо ли заказать заранее деньги,17
6872,наличие валюты в банке городе белгород,14
1407,да чеке не знаю вы мне звонили чего нельзя я не знаю чего не звоните,3
12206,кредит получить девушка,24
13294,действующей расчетный счет индивидуального предпринимателя,35
11619,кредит хочу град,24
7604,мурманске есть баланс,18
12780,открытие и обслуживание расчетного счета,31
12892,нет расчетный счет юридического лица,31
9415,долг по кредиту по кредитной карте,19
8685,я хотел узнать я клиент вашего банка мне надо внести кредит на карточку платеж,18
5792,какой кредита,10
2377,платеж по действующему кредита,5
9027,просто действующей карте,18
11726,получение кредита мне пришло бумагам что я могу там получить кредит,24
1543,мне был звонок я не сумме эл ответить,3
3200,просроченная,7
8540,так нас интересует почему у нас не сняты деньги по кредиту,18
13040,открытие счета для юрлица,31
6443,продажа кредитных карт,11
6537,покупка доллара,12
1912,меня интересует что вы мне звонили,3
10483,соединение с операционистом,21
1273,я сейчас акции,1
4902,скорее всего,9
4190,меня интересует отдел по работе с юридическими лицами,8
8773,соедините меня с специалистом,18
5130,меня интересует,9
2401,у меня вопрос по действующим кредиту,5
3836,пароля на электронным,8
5081,а по карте вопрос,9
7713,мне пришла смска на счет кредита,18
7482,меня интересует поступление денежных средств на карточный счет,18
8688,баланс здесь карты,18
3223,задолженности по кредиту,7
9251,нашел карточку,18
9280,меня интересует возврат карт,18
8482,вопрос по времени карта вышел срок действия,18
4855,отказ от обслуживание на карта банка,9
8376,баланс на и кому два да вот обратно,18
1986,я насчет вклада,4
6871,спасибо у нас не будет поменять рубли,14
10149,мне нужно проконсультироваться,21
2315,снятие средств со вклада,4
318,мне нужен номер телефона дополнительного офиса в городе краснодаре на улице красный,0
5265,нас интересует кредит,10
11936,которой я оформляю кредит,24
2558,а меня интересует платеж по кредиту,5
10503,операциониста юр лиц,21
3205,так меня интересует задолжность по кредиту,7
2585,нет кредит у вас что ли семнадцать процентов,5
4095,давайте по интернет банка давать не знаю как у меня вопрос меня вот время вопрос,8
12625,здравствуйте я вот,27
6143,кредит одобрен спасибо,10
8501,соединение с оператором,18
10512,а как мне связаться с оператором,21
7773,возврат сумм оплачены комиссии за предоставление услуг в рамках пакет универсальный,18
4937,меня интересует по по карте,9
4717,мне нужно,9
989,слышите хорошо мне скажите пожалуйста где вы находитесь миш королев адрес наш,0
9148,по день по действующей карте,18
6547,курс доллара казань,12
10243,нет хочу связаться с вашим оператором,21
13281,нет по юридическим лицам об от обслуживающего в вашем банке,35
10269,с консультантом переговорить,21
10031,специалист меня интересует со специалистом надо связаться,21
993,мне пришла от вас все москве с вашего офиса банк,0
10924,я хочу узнать почему с меня кредит больше положено в,24
6533,курс обмена доллара,12
5891,я насчет это комппьютер кредит,10
104,аппарат абоненту подключен или находится в не доме действий сети да,0
4181,значит вот электронный ключ у меня есть я хотел установить клиент банк у меня не получается я вот поэтому звоню,8
8492,по действующей карта,18
12592,я здравствуйте девушка,27
866,хотел бы уточнить наличие банкомата в городе адлер,0
